Age Group,Sex,Year,Population
100 & over,Persons,2022,14285
0 - 4,Persons,2023,3037745
5 - 9,Persons,2023,3321218
10 - 14,Persons,2023,3511345
15 - 19,Persons,2023,3422976
20 - 24,Persons,2023,3550507
25 - 29,Persons,2023,3829263
30 - 34,Persons,2023,4065977
35 - 39,Persons,2023,3975977
40 - 44,Persons,2023,3793769
45 - 49,Persons,2023,3443500
50 - 54,Persons,2023,3819080
55 - 59,Persons,2023,3871516
60 - 64,Persons,2023,3475891
65 - 69,Persons,2023,2885691
70 - 74,Persons,2023,2591185
75 - 79,Persons,2023,2389377
80 - 84,Persons,2023,1478893
85 - 89,Persons,2023,927530
90 - 94,Persons,2023,404264
95 - 99,Persons,2023,101038
100 & over,Persons,2023,13469
0 - 4,Persons,2024,3007228
5 - 9,Persons,2024,3308376
10 - 14,Persons,2024,3511993
15 - 19,Persons,2024,3491861
20 - 24,Persons,2024,3640733
25 - 29,Persons,2024,3903861
30 - 34,Persons,2024,4134114
35 - 39,Persons,2024,4076812
40 - 44,Persons,2024,3846721
45 - 49,Persons,2024,3483630
50 - 54,Persons,2024,3741457
55 - 59,Persons,2024,3873447
60 - 64,Persons,2024,3570036
65 - 69,Persons,2024,2954846
70 - 74,Persons,2024,2568211
75 - 79,Persons,2024,2434761
80 - 84,Persons,2024,1544381
85 - 89,Persons,2024,951600
90 - 94,Persons,2024,409908
95 - 99,Persons,2024,101422
100 & over,Persons,2024,12821
0 - 4,Persons,2025,2983956
5 - 9,Persons,2025,3285689
10 - 14,Persons,2025,3500961
15 - 19,Persons,2025,3553545
20 - 24,Persons,2025,3723762
25 - 29,Persons,2025,3958001
30 - 34,Persons,2025,4171729
35 - 39,Persons,2025,4157918
40 - 44,Persons,2025,3892276
45 - 49,Persons,2025,3563089
50 - 54,Persons,2025,3673286
55 - 59,Persons,2025,3848328
60 - 64,Persons,2025,3656923
65 - 69,Persons,2025,3042366
70 - 74,Persons,2025,2558836
75 - 79,Persons,2025,2465097
80 - 84,Persons,2025,1608338
85 - 89,Persons,2025,965089
90 - 94,Persons,2025,420023
95 - 99,Persons,2025,103892
100 & over,Persons,2025,12307
0 - 4,Persons,2026,2975235
5 - 9,Persons,2026,3234699
10 - 14,Persons,2026,3484546
15 - 19,Persons,2026,3617023
20 - 24,Persons,2026,3788577
25 - 29,Persons,2026,3991282
30 - 34,Persons,2026,4188662
35 - 39,Persons,2026,4235586
40 - 44,Persons,2026,3944132
45 - 49,Persons,2026,3653080
50 - 54,Persons,2026,3572459
55 - 59,Persons,2026,3844622
60 - 64,Persons,2026,3714143
65 - 69,Persons,2026,3135857
70 - 74,Persons,2026,2580083
75 - 79,Persons,2026,2474143
80 - 84,Persons,2026,1691819
85 - 89,Persons,2026,961329
90 - 94,Persons,2026,432681
95 - 99,Persons,2026,106741
100 & over,Persons,2026,11963
0 - 4,Persons,2027,2956762
5 - 9,Persons,2027,3202114
10 - 14,Persons,2027,3448289
15 - 19,Persons,2027,3662253
20 - 24,Persons,2027,3837820
25 - 29,Persons,2027,3992510
30 - 34,Persons,2027,4215794
35 - 39,Persons,2027,4294810
40 - 44,Persons,2027,4010096
45 - 49,Persons,2027,3748459
50 - 54,Persons,2027,3485972
55 - 59,Persons,2027,3811090
60 - 64,Persons,2027,3747924
65 - 69,Persons,2027,3233067
70 - 74,Persons,2027,2626977
75 - 79,Persons,2027,2359258
80 - 84,Persons,2027,1864831
85 - 89,Persons,2027,977277
90 - 94,Persons,2027,448111
95 - 99,Persons,2027,109871
100 & over,Persons,2027,11783
0 - 4,Persons,2028,2964288
5 - 9,Persons,2028,3148721
10 - 14,Persons,2028,3412479
15 - 19,Persons,2028,3658314
20 - 24,Persons,2028,3883455
25 - 29,Persons,2028,3992490
30 - 34,Persons,2028,4236259
35 - 39,Persons,2028,4310352
40 - 44,Persons,2028,4090490
45 - 49,Persons,2028,3834761
50 - 54,Persons,2028,3439154
55 - 59,Persons,2028,3756554
60 - 64,Persons,2028,3759825
65 - 69,Persons,2028,3322080
70 - 74,Persons,2028,2684674
75 - 79,Persons,2028,2303375
80 - 84,Persons,2028,1959266
85 - 89,Persons,2028,1015237
90 - 94,Persons,2028,465615
95 - 99,Persons,2028,112839
100 & over,Persons,2028,11781
0 - 4,Persons,2029,2973308
5 - 9,Persons,2029,3100211
10 - 14,Persons,2029,3385898
15 - 19,Persons,2029,3645951
20 - 24,Persons,2029,3906439
25 - 29,Persons,2029,4003890
30 - 34,Persons,2029,4250297
35 - 39,Persons,2029,4337764
40 - 44,Persons,2029,4166596
45 - 49,Persons,2029,3873127
50 - 54,Persons,2029,3470907
55 - 59,Persons,2029,3675309
60 - 64,Persons,2029,3758028
65 - 69,Persons,2029,3410743
70 - 74,Persons,2029,2750779
75 - 79,Persons,2029,2285035
80 - 84,Persons,2029,2000335
85 - 89,Persons,2029,1069412
90 - 94,Persons,2029,481063
95 - 99,Persons,2029,116334
100 & over,Persons,2029,12025
0 - 4,Persons,2030,2979511
5 - 9,Persons,2030,3063240
10 - 14,Persons,2030,3352622
15 - 19,Persons,2030,3625903
20 - 24,Persons,2030,3937591
25 - 29,Persons,2030,4027420
30 - 34,Persons,2030,4257583
35 - 39,Persons,2030,4343539
40 - 44,Persons,2030,4228287
45 - 49,Persons,2030,3907440
50 - 54,Persons,2030,3543226
55 - 59,Persons,2030,3604859
60 - 64,Persons,2030,3731054
65 - 69,Persons,2030,3492750
70 - 74,Persons,2030,2833874
75 - 79,Persons,2030,2278861
80 - 84,Persons,2030,2025906
85 - 89,Persons,2030,1120767
90 - 94,Persons,2030,490377
95 - 99,Persons,2030,121511
100 & over,Persons,2030,12575
0 - 4,Persons,2031,2983892
5 - 9,Persons,2031,3045292
10 - 14,Persons,2031,3294428
15 - 19,Persons,2031,3603703
20 - 24,Persons,2031,3983072
25 - 29,Persons,2031,4053075
30 - 34,Persons,2031,4258668
35 - 39,Persons,2031,4338427
40 - 44,Persons,2031,4292281
45 - 49,Persons,2031,3951425
50 - 54,Persons,2031,3627775
55 - 59,Persons,2031,3504198
60 - 64,Persons,2031,3726049
65 - 69,Persons,2031,3546899
70 - 74,Persons,2031,2922916
75 - 79,Persons,2031,2300625
80 - 84,Persons,2031,2032089
85 - 89,Persons,2031,1183099
90 - 94,Persons,2031,489667
95 - 99,Persons,2031,127251
100 & over,Persons,2031,13145
0 - 4,Persons,2032,2987446
5 - 9,Persons,2032,3022287
10 - 14,Persons,2032,3258193
15 - 19,Persons,2032,3564663
20 - 24,Persons,2032,4020430
25 - 29,Persons,2032,4083271
30 - 34,Persons,2032,4243397
35 - 39,Persons,2032,4354087
40 - 44,Persons,2032,4344294
45 - 49,Persons,2032,4013129
50 - 54,Persons,2032,3719713
55 - 59,Persons,2032,3419259
60 - 64,Persons,2032,3693199
65 - 69,Persons,2032,3579301
70 - 74,Persons,2032,3015749
75 - 79,Persons,2032,2345734
80 - 84,Persons,2032,1942306
85 - 89,Persons,2032,1315101
90 - 94,Persons,2032,501704
95 - 99,Persons,2032,133544
100 & over,Persons,2032,13731
0 - 4,Persons,2033,2991099
5 - 9,Persons,2033,3029866
10 - 14,Persons,2033,3204951
15 - 19,Persons,2033,3529015
20 - 24,Persons,2033,4016682
25 - 29,Persons,2033,4128966
30 - 34,Persons,2033,4243461
35 - 39,Persons,2033,4374612
40 - 44,Persons,2033,4360028
45 - 49,Persons,2033,4093241
50 - 54,Persons,2033,3805127
55 - 59,Persons,2033,3374861
60 - 64,Persons,2033,3641249
65 - 69,Persons,2033,3591581
70 - 74,Persons,2033,3101283
75 - 79,Persons,2033,2401314
80 - 84,Persons,2033,1900363
85 - 89,Persons,2033,1387227
90 - 94,Persons,2033,527549
95 - 99,Persons,2033,140062
100 & over,Persons,2033,14281
0 - 4,Persons,2034,2995478
5 - 9,Persons,2034,3038912
10 - 14,Persons,2034,3156593
15 - 19,Persons,2034,3502582
20 - 24,Persons,2034,4004511
25 - 29,Persons,2034,4152233
30 - 34,Persons,2034,4254905
35 - 39,Persons,2034,4388704
40 - 44,Persons,2034,4387608
45 - 49,Persons,2034,4169042
50 - 54,Persons,2034,3843361
55 - 59,Persons,2034,3407409
60 - 64,Persons,2034,3563594
65 - 69,Persons,2034,3590938
70 - 74,Persons,2034,3186264
75 - 79,Persons,2034,2464412
80 - 84,Persons,2034,1889066
85 - 89,Persons,2034,1418695
90 - 94,Persons,2034,562533
95 - 99,Persons,2034,145519
100 & over,Persons,2034,14948
0 - 4,Persons,2035,3000835
5 - 9,Persons,2035,3045135
10 - 14,Persons,2035,3119742
15 - 19,Persons,2035,3469454
20 - 24,Persons,2035,3984771
25 - 29,Persons,2035,4183650
30 - 34,Persons,2035,4278435
35 - 39,Persons,2035,4396005
40 - 44,Persons,2035,4393652
45 - 49,Persons,2035,4230602
50 - 54,Persons,2035,3877831
55 - 59,Persons,2035,3479509
60 - 64,Persons,2035,3496575
65 - 69,Persons,2035,3566315
70 - 74,Persons,2035,3264766
75 - 79,Persons,2035,2542230
80 - 84,Persons,2035,1887570
85 - 89,Persons,2035,1436181
90 - 94,Persons,2035,594083
95 - 99,Persons,2035,148907
100 & over,Persons,2035,15920
0 - 4,Persons,2036,3007374
5 - 9,Persons,2036,3049536
10 - 14,Persons,2036,3101867
15 - 19,Persons,2036,3411432
20 - 24,Persons,2036,3962834
25 - 29,Persons,2036,4229356
30 - 34,Persons,2036,4304075
35 - 39,Persons,2036,4397123
40 - 44,Persons,2036,4388900
45 - 49,Persons,2036,4294443
50 - 54,Persons,2036,3921879
55 - 59,Persons,2036,3563259
60 - 64,Persons,2036,3400559
65 - 69,Persons,2036,3562964
70 - 74,Persons,2036,3317110
75 - 79,Persons,2036,2625581
80 - 84,Persons,2036,1909733
85 - 89,Persons,2036,1438640
90 - 94,Persons,2036,629222
95 - 99,Persons,2036,148826
100 & over,Persons,2036,16938
0 - 4,Persons,2037,3015336
5 - 9,Persons,2037,3053111
10 - 14,Persons,2037,3078927
15 - 19,Persons,2037,3375377
20 - 24,Persons,2037,3923987
25 - 29,Persons,2037,4266896
30 - 34,Persons,2037,4334262
35 - 39,Persons,2037,4382009
40 - 44,Persons,2037,4404789
45 - 49,Persons,2037,4346359
50 - 54,Persons,2037,3983412
55 - 59,Persons,2037,3653926
60 - 64,Persons,2037,3319880
65 - 69,Persons,2037,3532921
70 - 74,Persons,2037,3349110
75 - 79,Persons,2037,2712437
80 - 84,Persons,2037,1951526
85 - 89,Persons,2037,1381152
90 - 94,Persons,2037,708478
95 - 99,Persons,2037,154382
100 & over,Persons,2037,17997
0 - 4,Persons,2038,3024689
5 - 9,Persons,2038,3056783
10 - 14,Persons,2038,3086545
15 - 19,Persons,2038,3322285
20 - 24,Persons,2038,3888576
25 - 29,Persons,2038,4263262
30 - 34,Persons,2038,4379970
35 - 39,Persons,2038,4382178
40 - 44,Persons,2038,4425419
45 - 49,Persons,2038,4362334
50 - 54,Persons,2038,4063101
55 - 59,Persons,2038,3738096
60 - 64,Persons,2038,3278554
65 - 69,Persons,2038,3484590
70 - 74,Persons,2038,3362296
75 - 79,Persons,2038,2792756
80 - 84,Persons,2038,2002756
85 - 89,Persons,2038,1357070
90 - 94,Persons,2038,750814
95 - 99,Persons,2038,165433
100 & over,Persons,2038,19039
0 - 4,Persons,2039,3035066
5 - 9,Persons,2039,3061175
10 - 14,Persons,2039,3095596
15 - 19,Persons,2039,3274073
20 - 24,Persons,2039,3862405
25 - 29,Persons,2039,4251085
30 - 34,Persons,2039,4403283
35 - 39,Persons,2039,4393689
40 - 44,Persons,2039,4439620
45 - 49,Persons,2039,4390103
50 - 54,Persons,2039,4138428
55 - 59,Persons,2039,3776138
60 - 64,Persons,2039,3311907
65 - 69,Persons,2039,3411794
70 - 74,Persons,2039,3363595
75 - 79,Persons,2039,2872402
80 - 84,Persons,2039,2060225
85 - 89,Persons,2039,1354366
90 - 94,Persons,2039,768603
95 - 99,Persons,2039,179414
100 & over,Persons,2039,19887
0 - 4,Persons,2040,3046137
5 - 9,Persons,2040,3066545
10 - 14,Persons,2040,3101828
15 - 19,Persons,2040,3237357
20 - 24,Persons,2040,3829565
25 - 29,Persons,2040,4231256
30 - 34,Persons,2040,4434668
35 - 39,Persons,2040,4417284
40 - 44,Persons,2040,4447009
45 - 49,Persons,2040,4396476
50 - 54,Persons,2040,4199749
55 - 59,Persons,2040,3810796
60 - 64,Persons,2040,3383488
65 - 69,Persons,2040,3349259
70 - 74,Persons,2040,3342462
75 - 79,Persons,2040,2945966
80 - 84,Persons,2040,2129297
85 - 89,Persons,2040,1358041
90 - 94,Persons,2040,776849
95 - 99,Persons,2040,190989
100 & over,Persons,2040,20459
0 - 4,Persons,2041,3057570
5 - 9,Persons,2041,3073085
10 - 14,Persons,2041,3106237
15 - 19,Persons,2041,3219568
20 - 24,Persons,2041,3771835
25 - 29,Persons,2041,4209253
30 - 34,Persons,2041,4480290
35 - 39,Persons,2041,4442964
40 - 44,Persons,2041,4448241
45 - 49,Persons,2041,4392163
50 - 54,Persons,2041,4263315
55 - 59,Persons,2041,3854851
60 - 64,Persons,2041,3466002
65 - 69,Persons,2041,3259264
70 - 74,Persons,2041,3341566
75 - 79,Persons,2041,2995850
80 - 84,Persons,2041,2203427
85 - 89,Persons,2041,1379186
90 - 94,Persons,2041,776664
95 - 99,Persons,2041,202800
100 & over,Persons,2041,20514
0 - 4,Persons,2042,3068916
5 - 9,Persons,2042,3081047
10 - 14,Persons,2042,3109816
15 - 19,Persons,2042,3196698
20 - 24,Persons,2042,3735968
25 - 29,Persons,2042,4170415
30 - 34,Persons,2042,4517749
35 - 39,Persons,2042,4473162
40 - 44,Persons,2042,4433382
45 - 49,Persons,2042,4408349
50 - 54,Persons,2042,4315039
55 - 59,Persons,2042,3916032
60 - 64,Persons,2042,3554864
65 - 69,Persons,2042,3183943
70 - 74,Persons,2042,3315483
75 - 79,Persons,2042,3027441
80 - 84,Persons,2042,2280810
85 - 89,Persons,2042,1414654
90 - 94,Persons,2042,751916
95 - 99,Persons,2042,233163
100 & over,Persons,2042,21697
0 - 4,Persons,2043,3079295
5 - 9,Persons,2043,3090406
10 - 14,Persons,2043,3113488
15 - 19,Persons,2043,3204338
20 - 24,Persons,2043,3683048
25 - 29,Persons,2043,4134931
30 - 34,Persons,2043,4514168
35 - 39,Persons,2043,4518813
40 - 44,Persons,2043,4433727
45 - 49,Persons,2043,4429150
50 - 54,Persons,2043,4331282
55 - 59,Persons,2043,3995003
60 - 64,Persons,2043,3637328
65 - 69,Persons,2043,3146340
70 - 74,Persons,2043,3272056
75 - 79,Persons,2043,3042073
80 - 84,Persons,2043,2352885
85 - 89,Persons,2043,1457795
90 - 94,Persons,2043,744993
95 - 99,Persons,2043,248015
100 & over,Persons,2043,23810
0 - 4,Persons,2044,3087869
5 - 9,Persons,2044,3100776
10 - 14,Persons,2044,3117878
15 - 19,Persons,2044,3213390
20 - 24,Persons,2044,3634984
25 - 29,Persons,2044,4108608
30 - 34,Persons,2044,4502092
35 - 39,Persons,2044,4542113
40 - 44,Persons,2044,4445383
45 - 49,Persons,2044,4443543
50 - 54,Persons,2044,4359235
55 - 59,Persons,2044,4069545
60 - 64,Persons,2044,3675147
65 - 69,Persons,2044,3180410
70 - 74,Persons,2044,3205675
75 - 79,Persons,2044,3046241
80 - 84,Persons,2044,2424275
85 - 89,Persons,2044,1505402
90 - 94,Persons,2044,749240
95 - 99,Persons,2044,253368
100 & over,Persons,2044,26257
0 - 4,Persons,2045,3094304
5 - 9,Persons,2045,3111840
10 - 14,Persons,2045,3123250
15 - 19,Persons,2045,3219625
20 - 24,Persons,2045,3598312
25 - 29,Persons,2045,4075562
30 - 34,Persons,2045,4482412
35 - 39,Persons,2045,4573437
40 - 44,Persons,2045,4469097
45 - 49,Persons,2045,4451107
50 - 54,Persons,2045,4366001
55 - 59,Persons,2045,4130420
60 - 64,Persons,2045,3710017
65 - 69,Persons,2045,3251042
70 - 74,Persons,2045,3148915
75 - 79,Persons,2045,3030059
80 - 84,Persons,2045,2490283
85 - 89,Persons,2045,1560640
90 - 94,Persons,2045,756177
95 - 99,Persons,2045,255139
100 & over,Persons,2045,28079
0 - 4,Persons,2046,3098405
5 - 9,Persons,2046,3123262
10 - 14,Persons,2046,3129793
15 - 19,Persons,2046,3224032
20 - 24,Persons,2046,3580469
25 - 29,Persons,2046,4017610
30 - 34,Persons,2046,4460622
35 - 39,Persons,2046,4618920
40 - 44,Persons,2046,4494871
45 - 49,Persons,2046,4452545
50 - 54,Persons,2046,4362267
55 - 59,Persons,2046,4193480
60 - 64,Persons,2046,3753987
65 - 69,Persons,2046,3331787
70 - 74,Persons,2046,3066724
75 - 79,Persons,2046,3032593
80 - 84,Persons,2046,2536242
85 - 89,Persons,2046,1620268
90 - 94,Persons,2046,773137
95 - 99,Persons,2046,254627
100 & over,Persons,2046,29842
0 - 4,Persons,2047,3100080
5 - 9,Persons,2047,3134601
10 - 14,Persons,2047,3137756
15 - 19,Persons,2047,3227614
20 - 24,Persons,2047,3557491
25 - 29,Persons,2047,3981502
30 - 34,Persons,2047,4422026
35 - 39,Persons,2047,4656287
40 - 44,Persons,2047,4525107
45 - 49,Persons,2047,4438078
50 - 54,Persons,2047,4378838
55 - 59,Persons,2047,4244837
60 - 64,Persons,2047,3814565
65 - 69,Persons,2047,3418254
70 - 74,Persons,2047,2998218
75 - 79,Persons,2047,3011952
80 - 84,Persons,2047,2566898
85 - 89,Persons,2047,1682868
90 - 94,Persons,2047,798244
95 - 99,Persons,2047,249935
100 & over,Persons,2047,35275
0 - 4,Persons,2048,3098823
5 - 9,Persons,2048,3144980
10 - 14,Persons,2048,3147104
15 - 19,Persons,2048,3231291
20 - 24,Persons,2048,3564957
25 - 29,Persons,2048,3928409
30 - 34,Persons,2048,4386766
35 - 39,Persons,2048,4652828
40 - 44,Persons,2048,4570739
45 - 49,Persons,2048,4438716
50 - 54,Persons,2048,4399863
55 - 59,Persons,2048,4261387
60 - 64,Persons,2048,3892447
65 - 69,Persons,2048,3498510
70 - 74,Persons,2048,2965253
75 - 79,Persons,2048,2975167
80 - 84,Persons,2048,2583226
85 - 89,Persons,2048,1741839
90 - 94,Persons,2048,828403
95 - 99,Persons,2048,251105
100 & over,Persons,2048,37576
0 - 4,Persons,2049,3094142
5 - 9,Persons,2049,3153559
10 - 14,Persons,2049,3157466
15 - 19,Persons,2049,3235679
20 - 24,Persons,2049,3573904
25 - 29,Persons,2049,3880117
30 - 34,Persons,2049,4360632
35 - 39,Persons,2049,4640963
40 - 44,Persons,2049,4594083
45 - 49,Persons,2049,4450621
50 - 54,Persons,2049,4414538
55 - 59,Persons,2049,4289519
60 - 64,Persons,2049,3965842
65 - 69,Persons,2049,3536119
70 - 74,Persons,2049,3000000
75 - 79,Persons,2049,2917434
80 - 84,Persons,2049,2591097
85 - 89,Persons,2049,1800242
90 - 94,Persons,2049,861012
95 - 99,Persons,2049,255686
100 & over,Persons,2049,38263
0 - 4,Persons,2050,3086145
5 - 9,Persons,2050,3160013
10 - 14,Persons,2050,3168520
15 - 19,Persons,2050,3241045
20 - 24,Persons,2050,3580043
25 - 29,Persons,2050,3843277
30 - 34,Persons,2050,4327788
35 - 39,Persons,2050,4621558
40 - 44,Persons,2050,4625382
45 - 49,Persons,2050,4474506
50 - 54,Persons,2050,4422383
55 - 59,Persons,2050,4296798
60 - 64,Persons,2050,4026051
65 - 69,Persons,2050,3571263
70 - 74,Persons,2050,3069241
75 - 79,Persons,2050,2868361
80 - 84,Persons,2050,2581530
85 - 89,Persons,2050,1854359
90 - 94,Persons,2050,897183
95 - 99,Persons,2050,260565
100 & over,Persons,2050,38490
0 - 4,Persons,2051,3075011
5 - 9,Persons,2051,3164137
10 - 14,Persons,2051,3179940
15 - 19,Persons,2051,3247579
20 - 24,Persons,2051,3584360
25 - 29,Persons,2051,3825342
30 - 34,Persons,2051,4270132
35 - 39,Persons,2051,4600072
40 - 44,Persons,2051,4670759
45 - 49,Persons,2051,4500398
50 - 54,Persons,2051,4424156
55 - 59,Persons,2051,4293844
60 - 64,Persons,2051,4088387
65 - 69,Persons,2051,3615103
70 - 74,Persons,2051,3147605
75 - 79,Persons,2051,2796713
80 - 84,Persons,2051,2588454
85 - 89,Persons,2051,1893475
90 - 94,Persons,2051,936633
95 - 99,Persons,2051,269138
100 & over,Persons,2051,38584
0 - 4,Persons,2052,3060966
5 - 9,Persons,2052,3165836
10 - 14,Persons,2052,3191271
15 - 19,Persons,2052,3255535
20 - 24,Persons,2052,3587854
25 - 29,Persons,2052,3802352
30 - 34,Persons,2052,4234319
35 - 39,Persons,2052,4561859
40 - 44,Persons,2052,4708071
45 - 49,Persons,2052,4530715
50 - 54,Persons,2052,4410286
55 - 59,Persons,2052,4310946
60 - 64,Persons,2052,4139243
65 - 69,Persons,2052,3674872
70 - 74,Persons,2052,3230843
75 - 79,Persons,2052,2737374
80 - 84,Persons,2052,2575006
85 - 89,Persons,2052,1921466
90 - 94,Persons,2052,978462
95 - 99,Persons,2052,280677
100 & over,Persons,2052,38833
0 - 4,Persons,2053,3044970
5 - 9,Persons,2053,3164618
10 - 14,Persons,2053,3201643
15 - 19,Persons,2053,3264878
20 - 24,Persons,2053,3591457
25 - 29,Persons,2053,3809841
30 - 34,Persons,2053,4181498
35 - 39,Persons,2053,4526989
40 - 44,Persons,2053,4704797
45 - 49,Persons,2053,4576342
50 - 54,Persons,2053,4411369
55 - 59,Persons,2053,4332297
60 - 64,Persons,2053,4156232
65 - 69,Persons,2053,3751307
70 - 74,Persons,2053,3308135
75 - 79,Persons,2053,2710575
80 - 84,Persons,2053,2547092
85 - 89,Persons,2053,1938771
90 - 94,Persons,2053,1018430
95 - 99,Persons,2053,294358
100 & over,Persons,2053,39766
0 - 4,Persons,2054,3028161
5 - 9,Persons,2054,3159977
10 - 14,Persons,2054,3210232
15 - 19,Persons,2054,3275240
20 - 24,Persons,2054,3595778
25 - 29,Persons,2054,3818836
30 - 34,Persons,2054,4133485
35 - 39,Persons,2054,4501192
40 - 44,Persons,2054,4693222
45 - 49,Persons,2054,4599791
50 - 54,Persons,2054,4423625
55 - 59,Persons,2054,4347409
60 - 64,Persons,2054,4184610
65 - 69,Persons,2054,3823231
70 - 74,Persons,2054,3345507
75 - 79,Persons,2054,2746033
80 - 84,Persons,2054,2501099
85 - 89,Persons,2054,1950341
90 - 94,Persons,2054,1058015
95 - 99,Persons,2054,308783
100 & over,Persons,2054,41061
0 - 4,Persons,2055,3011155
5 - 9,Persons,2055,3152036
10 - 14,Persons,2055,3216693
15 - 19,Persons,2055,3286296
20 - 24,Persons,2055,3601080
25 - 29,Persons,2055,3825022
30 - 34,Persons,2055,4096908
35 - 39,Persons,2055,4468722
40 - 44,Persons,2055,4674151
45 - 49,Persons,2055,4631130
50 - 54,Persons,2055,4447747
55 - 59,Persons,2055,4355678
60 - 64,Persons,2055,4192639
65 - 69,Persons,2055,3882626
70 - 74,Persons,2055,3381056
75 - 79,Persons,2055,2813207
80 - 84,Persons,2055,2462419
85 - 89,Persons,2055,1948548
90 - 94,Persons,2055,1094775
95 - 99,Persons,2055,324039
100 & over,Persons,2055,42248
0 - 4,Persons,2056,2994631
5 - 9,Persons,2056,3140966
10 - 14,Persons,2056,3220830
15 - 19,Persons,2056,3297718
20 - 24,Persons,2056,3607567
25 - 29,Persons,2056,3829389
30 - 34,Persons,2056,4079164
35 - 39,Persons,2056,4411584
40 - 44,Persons,2056,4653038
45 - 49,Persons,2056,4676423
50 - 54,Persons,2056,4473797
55 - 59,Persons,2056,4357962
60 - 64,Persons,2056,4190783
65 - 69,Persons,2056,3944041
70 - 74,Persons,2056,3424748
75 - 79,Persons,2056,2888129
80 - 84,Persons,2056,2405379
85 - 89,Persons,2056,1960093
90 - 94,Persons,2056,1122583
95 - 99,Persons,2056,341004
100 & over,Persons,2056,44120
0 - 4,Persons,2057,2979147
5 - 9,Persons,2057,3126995
10 - 14,Persons,2057,3222555
15 - 19,Persons,2057,3309056
20 - 24,Persons,2057,3615497
25 - 29,Persons,2057,3832937
30 - 34,Persons,2057,4056378
35 - 39,Persons,2057,4376215
40 - 44,Persons,2057,4615288
45 - 49,Persons,2057,4713697
50 - 54,Persons,2057,4504227
55 - 59,Persons,2057,4344961
60 - 64,Persons,2057,4208586
65 - 69,Persons,2057,3994300
70 - 74,Persons,2057,3483456
75 - 79,Persons,2057,2966681
80 - 84,Persons,2057,2358685
85 - 89,Persons,2057,1955281
90 - 94,Persons,2057,1144181
95 - 99,Persons,2057,359267
100 & over,Persons,2057,46531
0 - 4,Persons,2058,2965179
5 - 9,Persons,2058,3111077
10 - 14,Persons,2058,3221362
15 - 19,Persons,2058,3319436
20 - 24,Persons,2058,3624835
25 - 29,Persons,2058,3836592
30 - 34,Persons,2058,4063991
35 - 39,Persons,2058,4323829
40 - 44,Persons,2058,4580886
45 - 49,Persons,2058,4710697
50 - 54,Persons,2058,4549873
55 - 59,Persons,2058,4346681
60 - 64,Persons,2058,4230383
65 - 69,Persons,2058,4011950
70 - 74,Persons,2058,3557998
75 - 79,Persons,2058,3039639
80 - 84,Persons,2058,2340262
85 - 89,Persons,2058,1938569
90 - 94,Persons,2058,1159509
95 - 99,Persons,2058,376885
100 & over,Persons,2058,49383
0 - 4,Persons,2059,2953172
5 - 9,Persons,2059,3094347
10 - 14,Persons,2059,3216758
15 - 19,Persons,2059,3328038
20 - 24,Persons,2059,3635205
25 - 29,Persons,2059,3840966
30 - 34,Persons,2059,4073059
35 - 39,Persons,2059,4276272
40 - 44,Persons,2059,4555494
45 - 49,Persons,2059,4699486
50 - 54,Persons,2059,4573513
55 - 59,Persons,2059,4359474
60 - 64,Persons,2059,4246105
65 - 69,Persons,2059,4040673
70 - 74,Persons,2059,3628002
75 - 79,Persons,2059,3076508
80 - 84,Persons,2059,2376319
85 - 89,Persons,2059,1907940
90 - 94,Persons,2059,1172150
95 - 99,Persons,2059,394331
100 & over,Persons,2059,52331
0 - 4,Persons,2060,2943308
5 - 9,Persons,2060,3077415
10 - 14,Persons,2060,3208858
15 - 19,Persons,2060,3334514
20 - 24,Persons,2060,3646289
25 - 29,Persons,2060,3846323
30 - 34,Persons,2060,4079312
35 - 39,Persons,2060,4240087
40 - 44,Persons,2060,4523466
45 - 49,Persons,2060,4680848
50 - 54,Persons,2060,4604930
55 - 59,Persons,2060,4383918
60 - 64,Persons,2060,4255020
65 - 69,Persons,2060,4049744
70 - 74,Persons,2060,3686354
75 - 79,Persons,2060,3112501
80 - 84,Persons,2060,2440108
85 - 89,Persons,2060,1882898
90 - 94,Persons,2060,1176500
95 - 99,Persons,2060,410534
100 & over,Persons,2060,55340
